STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/15/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/16/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/17/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/18/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/19/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/20/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/21/2014,0.06,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/22/2014,0.02,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/23/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/24/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/25/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/26/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/27/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/28/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/29/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,9/30/2014,0,"T,,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/1/2014,0.01,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/2/2014,0.02,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/3/2014,2.76,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/4/2014,0.04,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/5/2014,0.05,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/6/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/7/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/8/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/9/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/10/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/11/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/12/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/13/2014,0.03,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/14/2014,0.55,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/15/2014,1.55,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/16/2014,0.03,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/17/2014,0.01,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/18/2014,0.1,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/19/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/20/2014,0.05,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/21/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/22/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/23/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/24/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/25/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/26/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/27/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/28/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/29/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/30/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,10/31/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/1/2014,0.03,",,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/2/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/3/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/4/2014,0.01,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/5/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/6/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/7/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/8/2014,0.03,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/9/2014,0,"T,,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/10/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/11/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/12/2014,0.29,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/13/2014,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/14/2014,0,"T,,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/19/2014,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/20/2014,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/21/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/22/2014,0.05,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/23/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/24/2014,1,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/25/2014,0.19,",,N",0.2,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/26/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/27/2014,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/28/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/29/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,11/30/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/1/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/2/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/3/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/4/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/5/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/6/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/7/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/8/2014,0.02,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/9/2014,0.17,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/10/2014,0.05,",,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/11/2014,0,"T,,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/12/2014,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/13/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/14/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/15/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/16/2014,0.16,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/17/2014,0,"T,,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/18/2014,0,"T,,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/19/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/20/2014,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/21/2014,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/22/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/23/2014,0.43,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/24/2014,0,"T,,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/25/2014,0.07,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/26/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/27/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/28/2014,0,"T,,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/29/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/30/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,12/31/2014,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/1/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/2/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/3/2015,0.02,",,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/4/2015,0.76,",,N",0.5,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/5/2015,0.11,",,N",1.2,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/6/2015,0.13,",,N",2,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/7/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/8/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/9/2015,0.25,",,N",2.7,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/10/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/11/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/12/2015,0.2,",,N",3,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/13/2015,0.01,",,N",0.7,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/14/2015,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/15/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/16/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/17/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/18/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/29/2015,0.17,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/30/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,1/31/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/1/2015,0.53,",,N",5,",,N",5,",,N",0.5,",,N",0.5,",,N"
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/2/2015,1.52,",,N",15,",,N",19,",,N",,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/3/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/4/2015,0.08,",,N",1.5,",,N",19,",,N",,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/5/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/6/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/7/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/8/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/9/2015,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/10/2015,0.01,",,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/11/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/12/2015,0,"T,,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/13/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/14/2015,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/15/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/16/2015,0.08,",,N",1.3,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/17/2015,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/18/2015,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/19/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/20/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/21/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/22/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/23/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/25/2015,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/26/2015,0.23,",,N",2.8,",,N",,,,,0.2,",,N"
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/27/2015,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,2/28/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/1/2015,0.01,",,N",0.3,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/2/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/3/2015,0.07,",,N",0.8,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/4/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/5/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/6/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/7/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/8/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/9/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/10/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/11/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/12/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/13/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/14/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/15/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/16/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/17/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/18/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/19/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/20/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/21/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/22/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/23/2015,0.26,",,N",1.1,",,N",,,,,0.3,",,N"
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/24/2015,0.46,",,N",3.5,",,N",,,,,0.5,",,N"
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/25/2015,0.24,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/26/2015,0.01,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/27/2015,0.04,",,N",0.7,",,N",,,,,0,",,N"
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/28/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/29/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/30/2015,0,"T,,N",0,"T,,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,3/31/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/1/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/2/2015,0.01,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/9/2015,0.6,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/10/2015,0.78,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/11/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/12/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/13/2015,0.22,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/14/2015,0.1,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/15/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/16/2015,0.24,",,N",,,,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/17/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/18/2015,0,",,N",0,",,N",,,,,,
US1ILCK0214,"ROGERS PARK 1.5 SW, IL US",41.9957,-87.6918,181.4,4/19/2015,0,",,N",0,",,N",,,,,,
